Weight	Nested	Procedure	PairType	Fan	Length	Word1	Word2	Word1_Imag	Word2_Imag	Word1_Freq	Word2_Freq	CorrResp	ProbeCode
1			NewFoil	1	Long	LAUGHTER	BEDROOM	613	629	22	52	k	11
1			NewFoil	1	Long	PASSAGE	PRESENCE	525	339	49	76	k	11
1			NewFoil	1	Long	STADIUM	WARRIOR	586	553	25	5	k	11
1			NewFoil	1	Long	COMPACT	DRUNKARD	462	527	12	3	k	11
1			NewFoil	1	Long	BANDAGE	PRAIRIE	554	569	4	21	k	11
1			NewFoil	1	Long	TRAITOR	SHOULDER	447	577	2	61	k	11
1			NewFoil	1	Long	BOREDOM	DISEASE	406	487	11	53	k	11
1			NewFoil	1	Long	FRICTION	HERRING	445	524	17	2	k	11
1			NewFoil	1	Long	EXTREME	MOISTURE	332	513	62	10	k	11
1			NewFoil	1	Long	FLANNEL	FORFEIT	520	310	4	3	k	11
1			NewFoil	1	Long	DWELLER	STRANGER	448	454	2	40	k	11
1			NewFoil	1	Long	RAILROAD	MERCHANT	596	472	58	20	k	11
1			NewFoil	1	Long	KNUCKLE	FORTUNE	520	459	3	25	k	11
1			NewFoil	1	Long	MEASURE	PAYMENT	379	472	91	53	k	11
1			NewFoil	1	Long	REVENGE	PRODUCT	429	435	7	87	k	11
1			NewFoil	1	Long	RETREAT	SHALLOW	408	451	14	14	k	11
1			NewFoil	1	Long	PROPHET	VILLAGE	467	578	5	72	k	11
1			NewFoil	1	Long	DISPLAY	SHORTAGE	453	405	41	16	k	11
1			NewFoil	1	Long	WHISPER	DISTRESS	567	443	12	15	k	11
1			NewFoil	1	Long	TWILIGHT	COTTAGE	588	607	4	19	k	11
1			NewFoil	1	Long	PORTION	SOLDIER	399	578	62	39	k	11
1			NewFoil	1	Long	INCLINE	SUNSHINE	429	655	4	8	k	11
1			NewFoil	1	Long	CONQUEST	BALANCE	422	429	9	90	k	11
1			NewFoil	1	Long	LAUNDRY	CHESTNUT	559	602	5	5	k	11
1			NewFoil	1	Long	ROMANCE	WHISKEY	551	592	13	17	k	11
1			NewFoil	1	Long	GODDESS	FOREHEAD	515	596	3	16	k	11
1			NewFoil	1	Long	SERVANT	ENTRANCE	508	493	19	57	k	11
1			NewFoil	1	Long	OUTBREAK	THUNDER	359	554	2	14	k	11
1			NewFoil	1	Long	CONCRETE	PRINCESS	564	547	48	10	k	11
1			NewFoil	1	Long	CONCERT	MEASLES	578	582	39	2	k	11
1			NewFoil	1	Long	PROTEST	SULPHUR	472	561	23	3	k	11
1			NewFoil	1	Long	BROTHER	HIGHWAY	589	581	73	40	k	11
1			NewFoil	1	Long	PLATTER	PROMISE	576	320	2	45	k	11
1			NewFoil	1	Long	BISCUIT	CONVENT	571	559	2	4	k	11
